Nos.,order_id,item,Price,City,quantity,bill_amount,state,date
958,81,Product 392,82,Madurai,4,328,Tamil Nadu,2015
959,81,Product 26,125,Madurai,7,875,Tamil Nadu,2015
960,81,Product 488,250,Madurai,1,250,Tamil Nadu,2015
961,81,Product 230,165,Madurai,6,990,Tamil Nadu,2015
962,81,Product 180,54,Madurai,10,540,Tamil Nadu,2015
963,81,Product 93,206,Madurai,6,1236,Tamil Nadu,2015
964,81,Product 276,210,Madurai,8,1680,Tamil Nadu,2015
965,82,Product 89,154,Hubli,2,308,West Bengal,2015
966,82,Product 141,167,Hubli,10,1670,West Bengal,2015
967,82,Product 496,240,Hubli,7,1680,West Bengal,2015
968,82,Product 135,164,Hubli,1,164,West Bengal,2015
969,82,Product 232,66,Hubli,7,462,West Bengal,2015
970,82,Product 320,182,Hubli,3,546,West Bengal,2015
971,82,Product 485,295,Hubli,4,1180,West Bengal,2015
972,82,Product 181,238,Hubli,3,714,West Bengal,2015
973,83,Product 498,299,Khed,9,2691,Maharashtra,2015
974,83,Product 400,117,Khed,3,351,Maharashtra,2015
975,83,Product 118,119,Khed,1,119,Maharashtra,2015
976,83,Product 365,203,Khed,1,203,Maharashtra,2015
977,83,Product 206,205,Khed,2,410,Maharashtra,2015
978,83,Product 470,291,Khed,2,582,Maharashtra,2015
979,83,Product 51,126,Khed,8,1008,Maharashtra,2015
980,83,Product 433,100,Khed,7,700,Maharashtra,2015
981,83,Product 307,206,Khed,7,1442,Maharashtra,2015
982,83,Product 490,74,Khed,6,444,Maharashtra,2015
983,83,Product 14,192,Khed,10,1920,Maharashtra,2015
984,83,Product 317,76,Khed,8,608,Maharashtra,2015
985,83,Product 277,207,Khed,5,1035,Maharashtra,2015
986,83,Product 86,90,Khed,9,810,Maharashtra,2015
987,83,Product 236,72,Khed,7,504,Maharashtra,2015
988,83,Product 500,227,Khed,2,454,Maharashtra,2015
989,84,Product 485,295,Udipi,6,1770,Kerela,2015
990,84,Product 239,300,Udipi,8,2400,Kerela,2015
991,84,Product 383,138,Udipi,4,552,Kerela,2015
992,84,Product 272,201,Udipi,2,402,Kerela,2015
993,84,Product 12,71,Udipi,8,568,Kerela,2015
994,84,Product 185,58,Udipi,8,464,Kerela,2015
995,84,Product 250,208,Udipi,6,1248,Kerela,2015
996,84,Product 253,178,Udipi,7,1246,Kerela,2015
997,84,Product 492,215,Udipi,4,860,Kerela,2015
998,84,Product 9,69,Udipi,9,621,Kerela,2015
999,84,Product 173,84,Udipi,3,252,Kerela,2015
1000,84,Product 242,204,Udipi,8,1632,Kerela,2015
1001,85,Product 393,258,Trivandrum,7,1806,Kerela,2015
1002,85,Product 275,209,Trivandrum,10,2090,Kerela,2015
1003,85,Product 296,165,Trivandrum,5,825,Kerela,2015
1004,85,Product 454,88,Trivandrum,10,880,Kerela,2015
1005,85,Product 278,161,Trivandrum,7,1127,Kerela,2015
1006,85,Product 432,149,Trivandrum,4,596,Kerela,2015
1007,85,Product 287,233,Trivandrum,3,699,Kerela,2015
1008,85,Product 352,299,Trivandrum,5,1495,Kerela,2015
1009,85,Product 96,278,Trivandrum,4,1112,Kerela,2015
1010,85,Product 471,234,Trivandrum,2,468,Kerela,2015
1011,85,Product 36,64,Trivandrum,2,128,Kerela,2015
1012,85,Product 173,84,Trivandrum,8,672,Kerela,2015
1013,86,Product 305,146,Jabalpur,9,1314,Chattisgarh,2015
1014,86,Product 422,61,Jabalpur,3,183,Chattisgarh,2015
1015,86,Product 377,275,Jabalpur,1,275,Chattisgarh,2015
1016,86,Product 195,69,Jabalpur,1,69,Chattisgarh,2015
1017,86,Product 486,217,Jabalpur,6,1302,Chattisgarh,2015
1018,86,Product 355,182,Jabalpur,10,1820,Chattisgarh,2015
1019,86,Product 142,95,Jabalpur,3,285,Chattisgarh,2015
1020,86,Product 245,291,Jabalpur,3,873,Chattisgarh,2015
1021,86,Product 93,206,Jabalpur,9,1854,Chattisgarh,2015
1022,86,Product 164,265,Jabalpur,9,2385,Chattisgarh,2015
1023,87,Product 402,224,Nasikroad,6,1344,Maharashtra,2015
1024,87,Product 466,72,Nasikroad,7,504,Maharashtra,2015
1025,87,Product 130,177,Nasikroad,10,1770,Maharashtra,2015
1026,87,Product 403,62,Nasikroad,2,124,Maharashtra,2015
1027,87,Product 348,163,Nasikroad,7,1141,Maharashtra,2015
1028,87,Product 260,167,Nasikroad,7,1169,Maharashtra,2015
1029,87,Product 369,110,Nasikroad,7,770,Maharashtra,2015
1030,87,Product 467,144,Nasikroad,2,288,Maharashtra,2015
1031,87,Product 393,258,Nasikroad,5,1290,Maharashtra,2015
1032,87,Product 419,140,Nasikroad,6,840,Maharashtra,2015
1033,87,Product 485,295,Nasikroad,6,1770,Maharashtra,2015
1034,87,Product 382,223,Nasikroad,9,2007,Maharashtra,2015
1035,88,Product 473,278,palakkad,8,2224,Maharashtra,2015
1036,88,Product 154,254,palakkad,2,508,Maharashtra,2015
1037,88,Product 140,232,palakkad,2,464,Maharashtra,2015
1038,88,Product 431,245,palakkad,1,245,Maharashtra,2015
1039,88,Product 201,189,palakkad,1,189,Maharashtra,2015
1040,88,Product 83,262,palakkad,4,1048,Maharashtra,2015
1041,88,Product 203,180,palakkad,4,720,Maharashtra,2015
1042,88,Product 318,280,palakkad,4,1120,Maharashtra,2015
1043,88,Product 341,279,palakkad,8,2232,Maharashtra,2015
1044,88,Product 351,192,palakkad,3,576,Maharashtra,2015
1045,89,Product 402,224,Chintanmani,7,1568,Maharashtra,2015
1046,89,Product 284,193,Chintanmani,9,1737,Maharashtra,2015
1047,89,Product 477,210,Chintanmani,7,1470,Maharashtra,2015
1048,89,Product 289,153,Chintanmani,6,918,Maharashtra,2015
1049,89,Product 236,72,Chintanmani,1,72,Maharashtra,2015
1050,89,Product 367,59,Chintanmani,9,531,Maharashtra,2015
1051,90,Product 47,256,Raichur,8,2048,Karnataka,2015
1052,90,Product 225,122,Raichur,5,610,Karnataka,2015
1053,90,Product 477,210,Raichur,9,1890,Karnataka,2015
1054,90,Product 422,61,Raichur,5,305,Karnataka,2015
1055,90,Product 358,176,Raichur,9,1584,Karnataka,2015
1056,90,Product 141,167,Raichur,2,334,Karnataka,2015
1057,90,Product 154,254,Raichur,2,508,Karnataka,2015
1058,90,Product 67,206,Raichur,8,1648,Karnataka,2015
1059,90,Product 251,218,Raichur,7,1526,Karnataka,2015
1060,90,Product 21,281,Raichur,2,562,Karnataka,2015
1061,90,Product 173,84,Raichur,2,168,Karnataka,2015
1062,90,Product 261,140,Raichur,10,1400,Karnataka,2015
1063,91,Product 378,207,Hospet,3,621,Karnataka,2015
1064,91,Product 11,230,Hospet,1,230,Karnataka,2015
1065,91,Product 473,278,Hospet,7,1946,Karnataka,2015
1066,91,Product 146,109,Hospet,4,436,Karnataka,2015
1067,91,Product 475,244,Hospet,4,976,Karnataka,2015
1068,91,Product 190,210,Hospet,7,1470,Karnataka,2015
1069,91,Product 36,64,Hospet,2,128,Karnataka,2015
1070,91,Product 162,112,Hospet,9,1008,Karnataka,2015
1071,92,Product 408,104,Vellore,10,1040,Tamil Nadu,2015
1072,92,Product 182,87,Vellore,8,696,Tamil Nadu,2015
1073,92,Product 391,126,Vellore,9,1134,Tamil Nadu,2015
1074,92,Product 328,118,Vellore,6,708,Tamil Nadu,2015
1075,92,Product 396,291,Vellore,2,582,Tamil Nadu,2015
1076,92,Product 357,129,Vellore,2,258,Tamil Nadu,2015
1077,92,Product 270,289,Vellore,3,867,Tamil Nadu,2015
1078,92,Product 81,109,Vellore,1,109,Tamil Nadu,2015
1079,92,Product 93,206,Vellore,5,1030,Tamil Nadu,2015
1080,92,Product 130,177,Vellore,8,1416,Tamil Nadu,2015
1081,93,Product 20,295,Indorw,2,590,Madhya Pradesh,2015
1082,93,Product 125,242,Indorw,3,726,Madhya Pradesh,2015
1083,93,Product 165,184,Indorw,6,1104,Madhya Pradesh,2015
1084,93,Product 381,130,Indorw,1,130,Madhya Pradesh,2015
1085,93,Product 199,280,Indorw,9,2520,Madhya Pradesh,2015
1086,93,Product 237,193,Indorw,5,965,Madhya Pradesh,2015
1087,93,Product 236,72,Indorw,10,720,Madhya Pradesh,2015
1088,93,Product 357,129,Indorw,3,387,Madhya Pradesh,2015
1089,93,Product 120,68,Indorw,5,340,Madhya Pradesh,2015
1090,93,Product 389,240,Indorw,3,720,Madhya Pradesh,2015
1091,93,Product 280,139,Indorw,8,1112,Madhya Pradesh,2015
1092,93,Product 285,144,Indorw,9,1296,Madhya Pradesh,2015
1093,93,Product 485,295,Indorw,2,590,Madhya Pradesh,2015
1094,93,Product 26,125,Indorw,6,750,Madhya Pradesh,2015
1095,94,Product 166,60,rajahmundry,9,540,Andhra Pradesh,2015
1096,94,Product 186,207,rajahmundry,2,414,Andhra Pradesh,2015
1097,94,Product 88,191,rajahmundry,8,1528,Andhra Pradesh,2015
1098,94,Product 217,59,rajahmundry,7,413,Andhra Pradesh,2015
1099,94,Product 403,62,rajahmundry,9,558,Andhra Pradesh,2015
1100,94,Product 40,65,rajahmundry,5,325,Andhra Pradesh,2015
1101,94,Product 246,263,rajahmundry,4,1052,Andhra Pradesh,2015
1102,94,Product 68,271,rajahmundry,6,1626,Andhra Pradesh,2015
1103,94,Product 241,108,rajahmundry,10,1080,Andhra Pradesh,2015
1104,94,Product 414,136,rajahmundry,8,1088,Andhra Pradesh,2015
1105,94,Product 236,72,rajahmundry,9,648,Andhra Pradesh,2015
1106,94,Product 217,59,rajahmundry,5,295,Andhra Pradesh,2015
1107,95,Product 98,254,Nagercoil,6,1524,Andhra Pradesh,2015
1108,95,Product 60,101,Nagercoil,4,404,Andhra Pradesh,2015
1109,95,Product 11,230,Nagercoil,8,1840,Andhra Pradesh,2015
1110,95,Product 122,235,Nagercoil,5,1175,Andhra Pradesh,2015
1111,95,Product 436,227,Nagercoil,4,908,Andhra Pradesh,2015
1112,95,Product 233,57,Nagercoil,3,171,Andhra Pradesh,2015
1113,95,Product 152,85,Nagercoil,2,170,Andhra Pradesh,2015
1114,95,Product 345,91,Nagercoil,2,182,Andhra Pradesh,2015
1115,95,Product 489,283,Nagercoil,5,1415,Andhra Pradesh,2015
1116,95,Product 71,296,Nagercoil,2,592,Andhra Pradesh,2015
1117,95,Product 425,256,Nagercoil,3,768,Andhra Pradesh,2015
1118,95,Product 496,240,Nagercoil,10,2400,Andhra Pradesh,2015
1119,95,Product 173,84,Nagercoil,4,336,Andhra Pradesh,2015
1120,95,Product 315,122,Nagercoil,2,244,Andhra Pradesh,2015
1121,96,Product 59,273,Pathanamthitta,3,819,Andhra Pradesh,2015
1122,96,Product 259,272,Pathanamthitta,10,2720,Andhra Pradesh,2015
1123,96,Product 389,240,Pathanamthitta,5,1200,Andhra Pradesh,2015
1124,96,Product 390,294,Pathanamthitta,10,2940,Andhra Pradesh,2015
1125,96,Product 101,229,Pathanamthitta,2,458,Andhra Pradesh,2015
1126,96,Product 109,126,Pathanamthitta,6,756,Andhra Pradesh,2015
1127,96,Product 200,206,Pathanamthitta,1,206,Andhra Pradesh,2015
1128,96,Product 389,240,Pathanamthitta,4,960,Andhra Pradesh,2015
1129,96,Product 29,74,Pathanamthitta,3,222,Andhra Pradesh,2015
1130,96,Product 437,214,Pathanamthitta,2,428,Andhra Pradesh,2015
1131,96,Product 34,54,Pathanamthitta,7,378,Andhra Pradesh,2015
1132,96,Product 36,64,Pathanamthitta,9,576,Andhra Pradesh,2015
1133,96,Product 124,68,Pathanamthitta,2,136,Andhra Pradesh,2015
1134,97,Product 490,74,Pondicherry,6,444,Pondicherry,2015
1135,97,Product 445,86,Pondicherry,9,774,Pondicherry,2015
1136,97,Product 375,298,Pondicherry,4,1192,Pondicherry,2015
1137,97,Product 275,209,Pondicherry,4,836,Pondicherry,2015
1138,97,Product 482,202,Pondicherry,9,1818,Pondicherry,2015
1139,97,Product 436,227,Pondicherry,6,1362,Pondicherry,2015
1140,97,Product 399,232,Pondicherry,1,232,Pondicherry,2015
1141,97,Product 109,126,Pondicherry,8,1008,Pondicherry,2015
1142,97,Product 60,101,Pondicherry,2,202,Pondicherry,2015
1143,97,Product 214,68,Pondicherry,3,204,Pondicherry,2015
1144,97,Product 267,114,Pondicherry,3,342,Pondicherry,2015
1145,97,Product 93,206,Pondicherry,8,1648,Pondicherry,2015
1146,97,Product 415,86,Pondicherry,9,774,Pondicherry,2015
1147,98,Product 339,201,HANAMKONDA WARANGAL,8,1608,Andhra Pradesh,2015
1148,98,Product 470,291,HANAMKONDA WARANGAL,9,2619,Andhra Pradesh,2015
1149,98,Product 182,87,HANAMKONDA WARANGAL,7,609,Andhra Pradesh,2015
1150,98,Product 2,239,HANAMKONDA WARANGAL,9,2151,Andhra Pradesh,2015
1151,98,Product 24,281,HANAMKONDA WARANGAL,9,2529,Andhra Pradesh,2015
1152,98,Product 88,191,HANAMKONDA WARANGAL,8,1528,Andhra Pradesh,2015
1153,98,Product 383,138,HANAMKONDA WARANGAL,6,828,Andhra Pradesh,2015
1154,98,Product 42,128,HANAMKONDA WARANGAL,2,256,Andhra Pradesh,2015
1155,98,Product 98,254,HANAMKONDA WARANGAL,1,254,Andhra Pradesh,2015
1156,98,Product 276,210,HANAMKONDA WARANGAL,5,1050,Andhra Pradesh,2015
1157,98,Product 354,83,HANAMKONDA WARANGAL,7,581,Andhra Pradesh,2015
1158,98,Product 130,177,HANAMKONDA WARANGAL,6,1062,Andhra Pradesh,2015
1159,98,Product 42,128,HANAMKONDA WARANGAL,8,1024,Andhra Pradesh,2015
1160,98,Product 485,295,HANAMKONDA WARANGAL,10,2950,Andhra Pradesh,2015
1161,98,Product 470,291,HANAMKONDA WARANGAL,7,2037,Andhra Pradesh,2015
1162,99,Product 219,227,Tamilnadu,8,1816,Tamil Nadu,2015
1163,99,Product 248,215,Tamilnadu,5,1075,Tamil Nadu,2015
1164,99,Product 213,234,Tamilnadu,8,1872,Tamil Nadu,2015
1165,99,Product 406,72,Tamilnadu,4,288,Tamil Nadu,2015
1166,99,Product 239,300,Tamilnadu,5,1500,Tamil Nadu,2015
1167,99,Product 245,291,Tamilnadu,10,2910,Tamil Nadu,2015
1168,99,Product 175,80,Tamilnadu,7,560,Tamil Nadu,2015
1169,99,Product 260,167,Tamilnadu,10,1670,Tamil Nadu,2015
1170,99,Product 52,275,Tamilnadu,2,550,Tamil Nadu,2015
1171,99,Product 431,245,Tamilnadu,9,2205,Tamil Nadu,2015
1172,99,Product 234,193,Tamilnadu,8,1544,Tamil Nadu,2015
1173,99,Product 341,279,Tamilnadu,2,558,Tamil Nadu,2015
1174,99,Product 36,64,Tamilnadu,4,256,Tamil Nadu,2015
1175,100,Product 16,244,hapur,9,2196,Uttar Pradesh,2015
1176,100,Product 345,91,hapur,5,455,Uttar Pradesh,2015
1177,100,Product 393,258,hapur,1,258,Uttar Pradesh,2015
1178,100,Product 348,163,hapur,1,163,Uttar Pradesh,2015
1179,100,Product 486,217,hapur,3,651,Uttar Pradesh,2015
1180,100,Product 164,265,hapur,6,1590,Uttar Pradesh,2015
1181,100,Product 344,300,hapur,8,2400,Uttar Pradesh,2015
1182,100,Product 146,109,hapur,9,981,Uttar Pradesh,2015
1183,100,Product 236,72,hapur,1,72,Uttar Pradesh,2015
1184,100,Product 462,168,hapur,4,672,Uttar Pradesh,2015
1185,101,Product 237,193,siliguri,2,386,West Bengal,2015
1186,101,Product 182,87,siliguri,8,696,West Bengal,2015
1187,101,Product 347,279,siliguri,2,558,West Bengal,2015
1188,101,Product 449,59,siliguri,9,531,West Bengal,2015
1189,101,Product 204,185,siliguri,4,740,West Bengal,2015
1190,101,Product 236,72,siliguri,9,648,West Bengal,2015
1191,101,Product 71,296,siliguri,8,2368,West Bengal,2015
1192,101,Product 474,109,siliguri,9,981,West Bengal,2015
1193,101,Product 336,51,siliguri,9,459,West Bengal,2015
1194,101,Product 325,85,siliguri,1,85,West Bengal,2015
1195,101,Product 471,234,siliguri,1,234,West Bengal,2015
1196,101,Product 173,84,siliguri,5,420,West Bengal,2015
1197,101,Product 414,136,siliguri,2,272,West Bengal,2015
1198,102,Product 293,199,Faridabad,6,1194,Haryana,2015
1199,102,Product 115,160,Faridabad,6,960,Haryana,2015
1200,102,Product 5,257,Faridabad,10,2570,Haryana,2015
1201,102,Product 484,115,Faridabad,1,115,Haryana,2015
1202,102,Product 162,112,Faridabad,1,112,Haryana,2015
1203,102,Product 364,217,Faridabad,3,651,Haryana,2015
1204,102,Product 293,199,Faridabad,2,398,Haryana,2015
1205,102,Product 485,295,Faridabad,9,2655,Haryana,2015
1206,102,Product 446,177,Faridabad,5,885,Haryana,2015
1207,102,Product 423,182,Faridabad,3,546,Haryana,2015
1208,102,Product 70,287,Faridabad,3,861,Haryana,2015
1209,102,Product 99,108,Faridabad,8,864,Haryana,2015
1210,102,Product 36,64,Faridabad,7,448,Haryana,2015
1211,102,Product 375,298,Faridabad,5,1490,Haryana,2015
1212,103,Product 407,300,KHARAGPUR,9,2700,West Bengal,2015
1213,103,Product 129,118,KHARAGPUR,5,590,West Bengal,2015
1214,103,Product 384,65,KHARAGPUR,8,520,West Bengal,2015
1215,103,Product 153,164,KHARAGPUR,10,1640,West Bengal,2015
1216,103,Product 16,244,KHARAGPUR,3,732,West Bengal,2015
1217,103,Product 22,160,KHARAGPUR,10,1600,West Bengal,2015
1218,103,Product 135,164,KHARAGPUR,7,1148,West Bengal,2015
1219,103,Product 166,60,KHARAGPUR,6,360,West Bengal,2015
1220,103,Product 381,130,KHARAGPUR,1,130,West Bengal,2015
1221,103,Product 199,280,KHARAGPUR,10,2800,West Bengal,2015
1222,103,Product 6,262,KHARAGPUR,6,1572,West Bengal,2015
1223,103,Product 93,206,KHARAGPUR,4,824,West Bengal,2015
1224,103,Product 387,168,KHARAGPUR,5,840,West Bengal,2015
1225,104,Product 28,201,guwahati,1,201,Assam,2015
1226,104,Product 172,194,guwahati,3,582,Assam,2015
1227,104,Product 367,59,guwahati,4,236,Assam,2015
1228,104,Product 30,214,guwahati,9,1926,Assam,2015
1229,104,Product 386,96,guwahati,1,96,Assam,2015
1230,104,Product 359,245,guwahati,7,1715,Assam,2015
1231,104,Product 317,76,guwahati,1,76,Assam,2015
1232,104,Product 219,227,guwahati,1,227,Assam,2015
1233,104,Product 216,139,guwahati,3,417,Assam,2015
1234,104,Product 275,209,guwahati,7,1463,Assam,2015
1235,104,Product 34,54,guwahati,10,540,Assam,2015
1236,104,Product 485,295,guwahati,9,2655,Assam,2015
1237,104,Product 157,113,guwahati,1,113,Assam,2015
1238,105,Product 284,193,Karaikal,8,1544,Pondicherry,2015
1239,105,Product 94,295,Karaikal,5,1475,Pondicherry,2015
1240,105,Product 93,206,Karaikal,3,618,Pondicherry,2015
1241,105,Product 467,144,Karaikal,8,1152,Pondicherry,2015
1242,105,Product 129,118,Karaikal,1,118,Pondicherry,2015
1243,105,Product 103,216,Karaikal,1,216,Pondicherry,2015
1244,105,Product 221,191,Karaikal,2,382,Pondicherry,2015
1245,105,Product 238,225,Karaikal,8,1800,Pondicherry,2015
1246,105,Product 463,75,Karaikal,4,300,Pondicherry,2015
1247,105,Product 309,220,Karaikal,1,220,Pondicherry,2015
1248,105,Product 256,97,Karaikal,9,873,Pondicherry,2015
1249,105,Product 7,300,Karaikal,3,900,Pondicherry,2015
1250,105,Product 236,72,Karaikal,7,504,Pondicherry,2015
1251,105,Product 284,193,Karaikal,4,772,Pondicherry,2015
1252,106,Product 97,89,kalyan,8,712,Maharashtra,2015
1253,106,Product 249,131,kalyan,10,1310,Maharashtra,2015
1254,106,Product 463,75,kalyan,6,450,Maharashtra,2015
1255,106,Product 322,110,kalyan,2,220,Maharashtra,2015
1256,106,Product 288,53,kalyan,2,106,Maharashtra,2015
1257,106,Product 456,135,kalyan,7,945,Maharashtra,2015
1258,106,Product 9,69,kalyan,5,345,Maharashtra,2015
1259,106,Product 420,258,kalyan,1,258,Maharashtra,2015
1260,106,Product 254,150,kalyan,2,300,Maharashtra,2015
1261,106,Product 54,291,kalyan,2,582,Maharashtra,2015
1262,106,Product 467,144,kalyan,8,1152,Maharashtra,2015
1263,106,Product 453,272,kalyan,6,1632,Maharashtra,2015
1264,106,Product 253,178,kalyan,6,1068,Maharashtra,2015
1265,106,Product 173,84,kalyan,5,420,Maharashtra,2015
1266,106,Product 179,224,kalyan,7,1568,Maharashtra,2015
1267,107,Product 321,95,bharuch,4,380,Gujarat,2015
1268,107,Product 290,118,bharuch,8,944,Gujarat,2015
1269,107,Product 238,225,bharuch,7,1575,Gujarat,2015
1270,107,Product 208,69,bharuch,7,483,Gujarat,2015
1271,107,Product 261,140,bharuch,1,140,Gujarat,2015
1272,107,Product 81,109,bharuch,8,872,Gujarat,2015
1273,107,Product 65,146,bharuch,5,730,Gujarat,2015
1274,107,Product 131,141,bharuch,2,282,Gujarat,2015
1275,107,Product 337,95,bharuch,1,95,Gujarat,2015
1276,107,Product 444,210,bharuch,1,210,Gujarat,2015
1277,107,Product 36,64,bharuch,6,384,Gujarat,2015
1278,107,Product 383,138,bharuch,9,1242,Gujarat,2015
1279,108,Product 2,239,Varanasi,5,1195,Uttar Pradesh,2015
1280,108,Product 196,67,Varanasi,6,402,Uttar Pradesh,2015
1281,108,Product 32,197,Varanasi,7,1379,Uttar Pradesh,2015
1282,108,Product 344,300,Varanasi,4,1200,Uttar Pradesh,2015
1283,108,Product 309,220,Varanasi,4,880,Uttar Pradesh,2015
1284,108,Product 405,275,Varanasi,3,825,Uttar Pradesh,2015
1285,108,Product 226,132,Varanasi,5,660,Uttar Pradesh,2015
1286,108,Product 12,71,Varanasi,1,71,Uttar Pradesh,2015
1287,108,Product 411,157,Varanasi,8,1256,Uttar Pradesh,2015
1288,108,Product 203,180,Varanasi,10,1800,Uttar Pradesh,2015
1289,108,Product 431,245,Varanasi,1,245,Uttar Pradesh,2015
1290,108,Product 377,275,Varanasi,5,1375,Uttar Pradesh,2015
1291,108,Product 303,285,Varanasi,9,2565,Uttar Pradesh,2015
1292,108,Product 93,206,Varanasi,9,1854,Uttar Pradesh,2015
1293,108,Product 202,220,Varanasi,2,440,Uttar Pradesh,2015
1294,109,Product 245,291,thottiam,1,291,Tamil Nadu,2015
1295,109,Product 328,118,thottiam,9,1062,Tamil Nadu,2015
1296,109,Product 41,50,thottiam,4,200,Tamil Nadu,2015
1297,109,Product 89,154,thottiam,6,924,Tamil Nadu,2015
1298,109,Product 266,135,thottiam,5,675,Tamil Nadu,2015
1299,109,Product 311,266,thottiam,6,1596,Tamil Nadu,2015
1300,109,Product 395,142,thottiam,9,1278,Tamil Nadu,2015
1301,109,Product 485,295,thottiam,7,2065,Tamil Nadu,2015
1302,109,Product 93,206,thottiam,6,1236,Tamil Nadu,2015
1303,110,Product 367,59,Tiruvanatapuram,7,413,Kerela,2015
1304,110,Product 296,165,Tiruvanatapuram,7,1155,Kerela,2015
1305,110,Product 391,126,Tiruvanatapuram,1,126,Kerela,2015
1306,110,Product 449,59,Tiruvanatapuram,2,118,Kerela,2015
1307,110,Product 230,165,Tiruvanatapuram,1,165,Kerela,2015
1308,110,Product 117,228,Tiruvanatapuram,9,2052,Kerela,2015
1309,110,Product 238,225,Tiruvanatapuram,9,2025,Kerela,2015
1310,110,Product 341,279,Tiruvanatapuram,4,1116,Kerela,2015
1311,110,Product 101,229,Tiruvanatapuram,4,916,Kerela,2015
1312,111,Product 108,291,Ernakulam,6,1746,Kerela,2015
1313,111,Product 212,70,Ernakulam,2,140,Kerela,2015
1314,111,Product 144,55,Ernakulam,4,220,Kerela,2015
1315,111,Product 429,204,Ernakulam,5,1020,Kerela,2015
1316,111,Product 323,203,Ernakulam,10,2030,Kerela,2015
1317,111,Product 15,238,Ernakulam,5,1190,Kerela,2015
1318,111,Product 459,140,Ernakulam,10,1400,Kerela,2015
1319,111,Product 138,279,Ernakulam,2,558,Kerela,2015
1320,111,Product 48,214,Ernakulam,3,642,Kerela,2015
1321,111,Product 475,244,Ernakulam,7,1708,Kerela,2015
1322,111,Product 218,254,Ernakulam,3,762,Kerela,2015
1323,111,Product 258,128,Ernakulam,5,640,Kerela,2015
1324,111,Product 236,72,Ernakulam,4,288,Kerela,2015
1325,111,Product 363,279,Ernakulam,7,1953,Kerela,2015
1326,112,Product 276,210,Cochin,8,1680,Kerela,2015
1327,112,Product 181,238,Cochin,7,1666,Kerela,2015
1328,112,Product 500,227,Cochin,1,227,Kerela,2015
1329,112,Product 242,204,Cochin,10,2040,Kerela,2015
1330,112,Product 173,84,Cochin,7,588,Kerela,2015
1331,112,Product 80,228,Cochin,5,1140,Kerela,2015
1332,113,Product 164,265,Pimpri-Chinchwad,7,1855,Maharashtra,2015
1333,113,Product 382,223,Pimpri-Chinchwad,7,1561,Maharashtra,2015
1334,113,Product 351,192,Pimpri-Chinchwad,1,192,Maharashtra,2015
1335,113,Product 367,59,Pimpri-Chinchwad,1,59,Maharashtra,2015
1336,113,Product 261,140,Pimpri-Chinchwad,7,980,Maharashtra,2015
1337,113,Product 162,112,Pimpri-Chinchwad,8,896,Maharashtra,2015
1338,113,Product 130,177,Pimpri-Chinchwad,1,177,Maharashtra,2015
1339,113,Product 26,125,Pimpri-Chinchwad,5,625,Maharashtra,2015
1340,113,Product 217,59,Pimpri-Chinchwad,10,590,Maharashtra,2015
1341,113,Product 315,122,Pimpri-Chinchwad,6,732,Maharashtra,2015
1342,113,Product 124,68,Pimpri-Chinchwad,7,476,Maharashtra,2015
1343,113,Product 415,86,Pimpri-Chinchwad,10,860,Maharashtra,2015
1344,113,Product 470,291,Pimpri-Chinchwad,5,1455,Maharashtra,2015
1345,113,Product 36,64,Pimpri-Chinchwad,1,64,Maharashtra,2015
1346,113,Product 273,115,Pimpri-Chinchwad,10,1150,Maharashtra,2015
1347,114,Product 462,168,bareilly,8,1344,Uttar Pradesh,2015
1348,114,Product 414,136,bareilly,5,680,Uttar Pradesh,2015
1349,114,Product 375,298,bareilly,6,1788,Uttar Pradesh,2015
1350,114,Product 387,168,bareilly,9,1512,Uttar Pradesh,2015
1351,114,Product 157,113,bareilly,5,565,Uttar Pradesh,2015
1352,114,Product 284,193,bareilly,2,386,Uttar Pradesh,2015
1353,114,Product 179,224,bareilly,1,224,Uttar Pradesh,2015
1354,114,Product 383,138,bareilly,2,276,Uttar Pradesh,2015
1355,114,Product 202,220,bareilly,4,880,Uttar Pradesh,2015
1356,114,Product 93,206,bareilly,6,1236,Uttar Pradesh,2015
1357,114,Product 421,194,bareilly,7,1358,Uttar Pradesh,2015
1358,115,Product 101,229,Solan,2,458,Himachal Pradesh,2015
1359,115,Product 363,279,Solan,6,1674,Himachal Pradesh,2015
1360,115,Product 80,228,Solan,8,1824,Himachal Pradesh,2015
1361,115,Product 273,115,Solan,10,1150,Himachal Pradesh,2015
1362,115,Product 421,194,Solan,1,194,Himachal Pradesh,2015
1363,115,Product 471,234,Solan,6,1404,Himachal Pradesh,2015
1364,115,Product 216,139,Solan,3,417,Himachal Pradesh,2015
1365,115,Product 485,295,Solan,3,885,Himachal Pradesh,2015
1366,115,Product 471,234,Solan,6,1404,Himachal Pradesh,2015
1367,116,Product 34,54,navsari,7,378,Maharashtra,2015
1368,116,Product 261,140,navsari,8,1120,Maharashtra,2015
1369,116,Product 346,200,navsari,8,1600,Maharashtra,2015
1370,116,Product 89,154,navsari,1,154,Maharashtra,2015
1371,116,Product 133,278,navsari,7,1946,Maharashtra,2015
1372,116,Product 146,109,navsari,1,109,Maharashtra,2015
1373,116,Product 375,298,navsari,9,2682,Maharashtra,2015
1374,116,Product 323,203,navsari,3,609,Maharashtra,2015
1375,116,Product 493,240,navsari,4,960,Maharashtra,2015
1376,116,Product 206,205,navsari,1,205,Maharashtra,2015
